iShares Russell 1000 ETF
Fund Holdings as of,"Nov 07, 2025"
Inception Date,"May 15, 2000"
Shares Outstanding,"119,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"RMD","RESMED INC","Health Care","Equity","26,253,795.57","0.06","26,253,795.57","104,393.00","251.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP INC","Financials","Equity","26,137,843.57","0.06","26,137,843.57","201,977.00","129.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","26,051,123.68","0.06","26,051,123.68","42,662.00","610.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYY","SYSCO CORP","Consumer Staples","Equity","25,955,669.46","0.06","25,955,669.46","345,247.00","75.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WEC","WEC ENERGY GROUP INC","Utilities","Equity","25,759,078.53","0.06","25,759,078.53","228,219.00","112.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","25,740,641.94","0.06","25,740,641.94","1,559,094.00","16.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","25,717,648.80","0.06","25,717,648.80","351,334.00","73.20","United States","NASDAQ","USD","1.00","USD","-"
"EQT","EQT CORP","Energy","Equity","25,684,883.84","0.06","25,684,883.84","443,072.00","57.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYX","PAYCHEX INC","Industrials","Equity","25,685,079.48","0.06","25,685,079.48","229,413.00","111.96","United States","NASDAQ","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","25,648,472.76","0.06","25,648,472.76","293,999.00","87.24","United States","NASDAQ","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","25,595,461.14","0.06","25,595,461.14","281,207.00","91.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XYZ","BLOCK INC CLASS A","Financials","Equity","25,571,642.25","0.06","25,571,642.25","390,705.00","65.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPNG","COUPANG INC CLASS A","Consumer Discretionary","Equity","25,515,191.20","0.06","25,515,191.20","883,490.00","28.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","25,511,253.52","0.06","25,511,253.52","629,752.00","40.51","United States","NASDAQ","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","25,341,909.52","0.06","25,341,909.52","120,412.00","210.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","25,268,902.20","0.06","25,268,902.20","256,485.00","98.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INSM","INSMED INC","Health Care","Equity","25,191,970.30","0.06","25,191,970.30","132,799.00","189.70","United States","NASDAQ","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","24,894,808.77","0.06","24,894,808.77","120,667.00","206.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AU","ANGLOGOLD ASHANTI PLC","Materials","Equity","24,878,348.66","0.06","24,878,348.66","358,426.00","69.41","South Africa","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FI","FISERV INC","Financials","Equity","24,694,642.70","0.06","24,694,642.70","387,671.00","63.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","24,576,310.20","0.06","24,576,310.20","236,652.00","103.85","United States","NASDAQ","USD","1.00","USD","-"
"VTR","VENTAS REIT INC","Real Estate","Equity","24,567,947.55","0.06","24,567,947.55","322,965.00","76.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","24,496,751.34","0.06","24,496,751.34","378,153.00","64.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STT","STATE STREET CORP","Financials","Equity","24,249,172.53","0.05","24,249,172.53","204,963.00","118.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","23,924,009.12","0.05","23,924,009.12","921,572.00","25.96","United States","NASDAQ","USD","1.00","USD","-"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","23,766,013.95","0.05","23,766,013.95","325,339.00","73.05","United States","NASDAQ","USD","1.00","USD","-"
"FIX","COMFORT SYSTEMS USA INC","Industrials","Equity","23,665,611.24","0.05","23,665,611.24","24,774.00","955.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NUE","NUCOR CORP","Materials","Equity","23,586,459.33","0.05","23,586,459.33","163,443.00","144.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NRG","NRG ENERGY INC","Utilities","Equity","23,395,312.50","0.05","23,395,312.50","135,625.00","172.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","23,331,743.76","0.05","23,331,743.76","115,986.00","201.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACGL","ARCH CAPITAL GROUP LTD","Financials","Equity","23,273,420.95","0.05","23,273,420.95","259,835.00","89.57","United States","NASDAQ","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","22,999,893.05","0.05","22,999,893.05","70,541.00","326.05","United States","NASDAQ","USD","1.00","USD","-"
"SNDK","SANDISK CORP","Information Technology","Equity","22,980,979.76","0.05","22,980,979.76","95,962.00","239.48","United States","NASDAQ","USD","1.00","USD","-"
"KVUE","KENVUE INC","Consumer Staples","Equity","22,825,254.16","0.05","22,825,254.16","1,352,207.00","16.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VICI","VICI PPTYS INC","Real Estate","Equity","22,770,018.30","0.05","22,770,018.30","750,495.00","30.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SOFI","SOFI TECHNOLOGIES INC","Financials","Equity","22,749,446.72","0.05","22,749,446.72","806,432.00","28.21","United States","NASDAQ","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","22,571,997.82","0.05","22,571,997.82","231,674.00","97.43","United States","NASDAQ","USD","1.00","USD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","22,317,597.50","0.05","22,317,597.50","287,969.00","77.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZS","ZSCALER INC","Information Technology","Equity","22,232,374.74","0.05","22,232,374.74","69,474.00","320.01","United States","NASDAQ","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","22,200,203.00","0.05","22,200,203.00","85,964.00","258.25","United States","NASDAQ","USD","1.00","USD","-"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","22,144,999.32","0.05","22,144,999.32","122,436.00","180.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","21,952,556.68","0.05","21,952,556.68","210,839.00","104.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","21,885,603.60","0.05","21,885,603.60","933,288.00","23.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUM","HUMANA INC","Health Care","Equity","21,661,829.84","0.05","21,661,829.84","85,946.00","252.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Equity","21,564,501.24","0.05","21,564,501.24","305,706.00","70.54","United States","NASDAQ","USD","1.00","USD","-"
"MTD","METTLER TOLEDO INC","Health Care","Equity","21,395,937.75","0.05","21,395,937.75","14,865.00","1,439.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","21,346,863.70","0.05","21,346,863.70","99,445.00","214.66","United States","NASDAQ","USD","1.00","USD","-"
"LPLA","LPL FINANCIAL HOLDINGS INC","Financials","Equity","21,349,260.00","0.05","21,349,260.00","57,160.00","373.50","United States","NASDAQ","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","21,313,517.40","0.05","21,313,517.40","378,705.00","56.28","United States","NASDAQ","USD","1.00","USD","-"
"RJF","RAYMOND JAMES INC","Financials","Equity","21,221,426.55","0.05","21,221,426.55","130,105.00","163.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","20,892,933.60","0.05","20,892,933.60","114,620.00","182.28","United States","NASDAQ","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","20,770,172.28","0.05","20,770,172.28","502,788.00","41.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTB","M&T BANK CORP","Financials","Equity","20,744,949.76","0.05","20,744,949.76","111,616.00","185.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARES","ARES MANAGEMENT CORP CLASS A","Financials","Equity","20,619,612.24","0.05","20,619,612.24","133,998.00","153.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","20,597,961.42","0.05","20,597,961.42","379,546.00","54.27","United States","NASDAQ","USD","1.00","USD","-"
"CCL","CARNIVAL CORP","Consumer Discretionary","Equity","20,558,818.17","0.05","20,558,818.17","769,129.00","26.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EME","EMCOR GROUP INC","Industrials","Equity","20,439,924.52","0.05","20,439,924.52","31,478.00","649.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","20,313,949.50","0.05","20,313,949.50","473,850.00","42.87","United States","NASDAQ","USD","1.00","USD","-"
"MDB","MONGODB INC CLASS A","Information Technology","Equity","20,266,619.36","0.05","20,266,619.36","56,134.00","361.04","United States","NASDAQ","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","20,246,521.25","0.05","20,246,521.25","148,055.00","136.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEE","AMEREN CORP","Utilities","Equity","20,111,218.40","0.05","20,111,218.40","192,176.00","104.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","20,099,353.60","0.05","20,099,353.60","297,680.00","67.52","United States","NASDAQ","USD","1.00","USD","-"
"PSTG","PURE STORAGE INC CLASS A","Information Technology","Equity","20,053,455.01","0.05","20,053,455.01","222,643.00","90.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CIEN","CIENA CORP","Information Technology","Equity","20,002,316.58","0.05","20,002,316.58","100,383.00","199.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATO","ATMOS ENERGY CORP","Utilities","Equity","19,936,872.45","0.05","19,936,872.45","112,695.00","176.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","19,931,985.16","0.05","19,931,985.16","149,662.00","133.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","19,811,947.48","0.04","19,811,947.48","270,692.00","73.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","19,738,261.40","0.04","19,738,261.40","162,388.00","121.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","19,636,093.10","0.04","19,636,093.10","136,694.00","143.65","United States","NASDAQ","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","19,466,020.42","0.04","19,466,020.42","341,629.00","56.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","19,332,172.48","0.04","19,332,172.48","72,232.00","267.64","United States","NASDAQ","USD","1.00","USD","-"
"PPL","PPL CORP","Utilities","Equity","19,279,086.62","0.04","19,279,086.62","527,039.00","36.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","19,155,178.24","0.04","19,155,178.24","262,256.00","73.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","19,114,084.08","0.04","19,114,084.08","74,484.00","256.62","United States","Cboe BZX","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","18,552,978.40","0.04","18,552,978.40","132,616.00","139.90","United States","NASDAQ","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","18,459,076.88","0.04","18,459,076.88","83,254.00","221.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY INC","Utilities","Equity","18,452,037.87","0.04","18,452,037.87","468,207.00","39.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EFX","EQUIFAX INC","Industrials","Equity","18,439,596.93","0.04","18,439,596.93","88,827.00","207.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTRA","NATERA INC","Health Care","Equity","18,442,463.27","0.04","18,442,463.27","92,411.00","199.57","United States","NASDAQ","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","18,398,485.04","0.04","18,398,485.04","69,752.00","263.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","18,232,663.36","0.04","18,232,663.36","388,922.00","46.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TEAM","ATLASSIAN CORP CLASS A","Information Technology","Equity","18,229,996.32","0.04","18,229,996.32","115,504.00","157.83","United States","NASDAQ","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","18,169,370.24","0.04","18,169,370.24","18,169,370.00","100.00","United States","-","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","18,171,316.80","0.04","18,171,316.80","110,370.00","164.64","United States","NASDAQ","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","18,155,358.40","0.04","18,155,358.40","138,760.00","130.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKL","MARKEL GROUP INC","Financials","Equity","18,032,319.32","0.04","18,032,319.32","8,851.00","2,037.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","17,975,807.28","0.04","17,975,807.28","138,318.00","129.96","United States","NASDAQ","USD","1.00","USD","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","17,949,614.34","0.04","17,949,614.34","101,193.00","177.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","17,922,297.60","0.04","17,922,297.60","390,464.00","45.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","17,871,601.44","0.04","17,871,601.44","90,728.00","196.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","17,732,350.35","0.04","17,732,350.35","103,935.00","170.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","17,589,545.64","0.04","17,589,545.64","669,313.00","26.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXE","EXPAND ENERGY CORP","Energy","Equity","17,583,469.15","0.04","17,583,469.15","156,367.00","112.45","United States","NASDAQ","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","17,560,316.82","0.04","17,560,316.82","37,974.00","462.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","17,388,680.91","0.04","17,388,680.91","96,427.00","180.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","17,021,009.76","0.04","17,021,009.76","142,126.00","119.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FLEX","FLEX LTD","Information Technology","Equity","16,989,909.84","0.04","16,989,909.84","271,231.00","62.64","United States","NASDAQ","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","16,961,294.84","0.04","16,961,294.84","33,052.00","513.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COHR","COHERENT CORP","Information Technology","Equity","16,869,247.29","0.04","16,869,247.29","109,179.00","154.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","16,818,720.09","0.04","16,818,720.09","610,037.00","27.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","16,728,101.79","0.04","16,728,101.79","169,639.00","98.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","16,644,877.34","0.04","16,644,877.34","32,146.00","517.79","United States","NASDAQ","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","16,597,961.25","0.04","16,597,961.25","84,275.00","196.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"K","KELLANOVA","Consumer Staples","Equity","16,477,234.74","0.04","16,477,234.74","197,711.00","83.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","16,371,386.46","0.04","16,371,386.46","144,918.00","112.97","United States","NASDAQ","USD","1.00","USD","-"
"BIIB","BIOGEN INC","Health Care","Equity","16,281,585.98","0.04","16,281,585.98","104,698.00","155.51","United States","NASDAQ","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","16,266,748.71","0.04","16,266,748.71","1,036,759.00","15.69","United States","NASDAQ","USD","1.00","USD","-"
"RDDT","REDDIT INC CLASS A","Communication","Equity","16,137,881.46","0.04","16,137,881.46","82,937.00","194.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","16,134,955.62","0.04","16,134,955.62","270,222.00","59.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","16,122,855.66","0.04","16,122,855.66","157,051.00","102.66","United States","NASDAQ","USD","1.00","USD","-"
"JBL","JABIL INC","Information Technology","Equity","16,038,935.50","0.04","16,038,935.50","75,050.00","213.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","16,006,671.18","0.04","16,006,671.18","50,049.00","319.82","United States","NASDAQ","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","15,971,836.10","0.04","15,971,836.10","308,933.00","51.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","15,935,801.14","0.04","15,935,801.14","113,414.00","140.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","15,885,983.75","0.04","15,885,983.75","639,275.00","24.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","15,676,397.44","0.04","15,676,397.44","42,176.00","371.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CW","CURTISS WRIGHT CORP","Industrials","Equity","15,665,902.84","0.04","15,665,902.84","27,076.00","578.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","15,649,397.46","0.04","15,649,397.46","213,702.00","73.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","15,645,796.32","0.04","15,645,796.32","199,208.00","78.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QSR","RESTAURANTS BRANDS INTERNATIONAL I","Consumer Discretionary","Equity","15,595,306.02","0.04","15,595,306.02","230,223.00","67.74","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","15,596,590.24","0.04","15,596,590.24","157,192.00","99.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","15,567,090.00","0.04","15,567,090.00","161,736.00","96.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","15,506,270.01","0.04","15,506,270.01","206,833.00","74.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","15,502,388.24","0.04","15,502,388.24","271,781.00","57.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZM","ZOOM COMMUNICATIONS INC CLASS A","Information Technology","Equity","15,431,731.14","0.03","15,431,731.14","188,906.00","81.69","United States","NASDAQ","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","15,351,050.00","0.03","15,351,050.00","279,110.00","55.00","United States","NASDAQ","USD","1.00","USD","-"
"FWONK","LIBERTY MEDIA FORMULA ONE SERIES C","Communication","Equity","15,302,244.00","0.03","15,302,244.00","150,022.00","102.00","United States","NASDAQ","USD","1.00","USD","-"
"TPR","TAPESTRY INC","Consumer Discretionary","Equity","15,258,585.60","0.03","15,258,585.60","147,170.00","103.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RKLB","ROCKET LAB CORP","Industrials","Equity","15,230,185.20","0.03","15,230,185.20","294,930.00","51.64","United States","NASDAQ","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","15,223,290.60","0.03","15,223,290.60","77,119.00","197.40","United States","NASDAQ","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","15,218,206.54","0.03","15,218,206.54","143,921.00","105.74","United States","NASDAQ","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","15,184,579.72","0.03","15,184,579.72","99,938.00","151.94","United States","NASDAQ","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","15,171,315.04","0.03","15,171,315.04","174,664.00","86.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","15,103,017.49","0.03","15,103,017.49","85,759.00","176.11","United States","NASDAQ","USD","1.00","USD","-"
"LH","LABCORP HOLDINGS INC","Health Care","Equity","15,094,460.16","0.03","15,094,460.16","59,728.00","252.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DVN","DEVON ENERGY CORP","Energy","Equity","14,912,317.40","0.03","14,912,317.40","442,502.00","33.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALAB","ASTERA LABS INC","Information Technology","Equity","14,861,002.00","0.03","14,861,002.00","89,800.00","165.49","United States","NASDAQ","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","14,862,076.31","0.03","14,862,076.31","227,911.00","65.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","14,751,338.28","0.03","14,751,338.28","607,551.00","24.28","United States","NASDAQ","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","14,728,054.84","0.03","14,728,054.84","82,714.00","178.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","14,552,319.60","0.03","14,552,319.60","334,152.00","43.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","14,527,071.44","0.03","14,527,071.44","365,369.00","39.76","United States","NASDAQ","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","14,527,636.83","0.03","14,527,636.83","60,039.00","241.97","United States","NASDAQ","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","14,502,480.00","0.03","14,502,480.00","2,000.00","7,251.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","14,494,369.50","0.03","14,494,369.50","165,178.00","87.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BAM","BROOKFIELD ASSET MANAGEMENT VOTING","Financials","Equity","14,429,728.15","0.03","14,429,728.15","272,105.00","53.03","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUBS","HUBSPOT INC","Information Technology","Equity","14,416,104.00","0.03","14,416,104.00","36,185.00","398.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","14,348,139.06","0.03","14,348,139.06","299,982.00","47.83","United States","NASDAQ","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","14,281,327.80","0.03","14,281,327.80","374,838.00","38.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTRA","COTERRA ENERGY INC","Energy","Equity","14,263,280.83","0.03","14,263,280.83","536,819.00","26.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UTHR","UNITED THERAPEUTICS CORP","Health Care","Equity","14,234,936.10","0.03","14,234,936.10","31,710.00","448.91","United States","NASDAQ","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","14,222,666.70","0.03","14,222,666.70","30,690.00","463.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","14,151,062.00","0.03","14,151,062.00","78,836.00","179.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","Equity","14,083,046.58","0.03","14,083,046.58","26,394.00","533.57","United States","NASDAQ","USD","1.00","USD","-"
"AFRM","AFFIRM HOLDINGS INC CLASS A","Financials","Equity","14,066,647.02","0.03","14,066,647.02","191,071.00","73.62","United States","NASDAQ","USD","1.00","USD","-"
"ILMN","ILLUMINA INC","Health Care","Equity","13,909,277.60","0.03","13,909,277.60","114,104.00","121.90","United States","NASDAQ","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","13,831,392.60","0.03","13,831,392.60","62,910.00","219.86","United States","NASDAQ","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","13,766,392.64","0.03","13,766,392.64","50,791.00","271.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"Q","QNITY ELECTRONICS INC","Information Technology","Equity","13,769,144.22","0.03","13,769,144.22","149,162.00","92.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","13,735,146.00","0.03","13,735,146.00","319,422.00","43.00","United States","NASDAQ","USD","1.00","USD","-"
