iShares Russell 1000 ETF
Fund Holdings as of,"Nov 07, 2025"
Inception Date,"May 15, 2000"
Shares Outstanding,"119,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"PB","PROSPERITY BANCSHARES INC","Financials","Equity","4,394,987.46","0.01","4,394,987.46","65,082.00","67.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FBIN","FORTUNE BRANDS INNOVATIONS INC","Industrials","Equity","4,370,636.60","0.01","4,370,636.60","87,905.00","49.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETSY","ETSY INC","Consumer Discretionary","Equity","4,338,978.70","0.01","4,338,978.70","73,430.00","59.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FAF","FIRST AMERICAN FINANCIAL CORP","Financials","Equity","4,310,016.48","0.01","4,310,016.48","69,104.00","62.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KD","KYNDRYL HOLDINGS INC","Information Technology","Equity","4,300,317.68","0.01","4,300,317.68","163,138.00","26.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSA","MSA SAFETY INC","Industrials","Equity","4,302,570.32","0.01","4,302,570.32","27,067.00","158.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GTLB","GITLAB INC CLASS A","Information Technology","Equity","4,288,805.80","0.01","4,288,805.80","94,156.00","45.55","United States","NASDAQ","USD","1.00","USD","-"
"MAT","MATTEL INC","Consumer Discretionary","Equity","4,279,467.86","0.01","4,279,467.86","228,482.00","18.73","United States","NASDAQ","USD","1.00","USD","-"
"CPB","CAMPBELL SOUP","Consumer Staples","Equity","4,275,073.28","0.01","4,275,073.28","139,072.00","30.74","United States","NASDAQ","USD","1.00","USD","-"
"AM","ANTERO MIDSTREAM CORP","Energy","Equity","4,276,934.64","0.01","4,276,934.64","241,362.00","17.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PATH","UIPATH INC CLASS A","Information Technology","Equity","4,271,124.00","0.01","4,271,124.00","298,680.00","14.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RYAN","RYAN SPECIALTY HOLDINGS INC CLASS","Financials","Equity","4,260,965.34","0.01","4,260,965.34","73,389.00","58.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARW","ARROW ELECTRONICS INC","Information Technology","Equity","4,258,608.62","0.01","4,258,608.62","38,122.00","111.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HR","HEALTHCARE REALTY TRUST INC CLASS","Real Estate","Equity","4,226,331.90","0.01","4,226,331.90","233,499.00","18.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GXO","GXO LOGISTICS INC","Industrials","Equity","4,220,533.44","0.01","4,220,533.44","83,016.00","50.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Utilities","Equity","4,218,184.20","0.01","4,218,184.20","94,940.00","44.43","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIO","BIO RAD LABORATORIES INC CLASS A","Health Care","Equity","4,196,866.60","0.01","4,196,866.60","13,735.00","305.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TEM","TEMPUS AI INC CLASS A","Health Care","Equity","4,192,271.04","0.01","4,192,271.04","58,584.00","71.56","United States","NASDAQ","USD","1.00","USD","-"
"FNB","FNB CORP","Financials","Equity","4,170,798.24","0.01","4,170,798.24","259,378.00","16.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LFUS","LITTELFUSE INC","Information Technology","Equity","4,162,776.90","0.01","4,162,776.90","17,135.00","242.94","United States","NASDAQ","USD","1.00","USD","-"
"HXL","HEXCEL CORP","Industrials","Equity","4,130,448.37","0.01","4,130,448.37","59,749.00","69.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LEA","LEAR CORP","Consumer Discretionary","Equity","4,116,439.14","0.01","4,116,439.14","37,378.00","110.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOV","NOV INC","Energy","Equity","4,093,936.00","0.01","4,093,936.00","265,840.00","15.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MHK","MOHAWK INDUSTRIES INC","Consumer Discretionary","Equity","4,054,354.38","0.01","4,054,354.38","37,302.00","108.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RITM","RITHM CAPITAL CORP","Financials","Equity","4,040,818.44","0.01","4,040,818.44","366,348.00","11.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JHG","JANUS HENDERSON GROUP PLC","Financials","Equity","4,029,278.89","0.01","4,029,278.89","91,637.00","43.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLM","SLM CORP","Financials","Equity","4,011,163.44","0.01","4,011,163.44","149,894.00","26.76","United States","NASDAQ","USD","1.00","USD","-"
"LBRDK","LIBERTY BROADBAND CORP SERIES C","Communication","Equity","4,000,821.45","0.01","4,000,821.45","78,865.00","50.73","United States","NASDAQ","USD","1.00","USD","-"
"SITE","SITEONE LANDSCAPE SUPPLY INC","Industrials","Equity","3,996,346.75","0.01","3,996,346.75","32,525.00","122.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFAM","BRIGHT HORIZONS FAMILY SOLUTIONS I","Consumer Discretionary","Equity","3,999,248.28","0.01","3,999,248.28","40,618.00","98.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GTES","GATES INDUSTRIAL PLC","Industrials","Equity","3,999,251.76","0.01","3,999,251.76","180,798.00","22.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WH","WYNDHAM HOTELS RESORTS INC","Consumer Discretionary","Equity","3,988,571.81","0.01","3,988,571.81","54,097.00","73.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VNT","VONTIER CORP","Information Technology","Equity","3,984,395.48","0.01","3,984,395.48","104,963.00","37.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KBR","KBR INC","Industrials","Equity","3,969,797.28","0.01","3,969,797.28","93,144.00","42.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POST","POST HOLDINGS INC","Consumer Staples","Equity","3,970,949.64","0.01","3,970,949.64","37,223.00","106.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APPF","APPFOLIO INC CLASS A","Information Technology","Equity","3,926,821.00","0.01","3,926,821.00","15,595.00","251.80","United States","NASDAQ","USD","1.00","USD","-"
"M","MACYS INC","Consumer Discretionary","Equity","3,920,915.90","0.01","3,920,915.90","192,674.00","20.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OLED","UNIVERSAL DISPLAY CORP","Information Technology","Equity","3,904,937.01","0.01","3,904,937.01","31,257.00","124.93","United States","NASDAQ","USD","1.00","USD","-"
"GNTX","GENTEX CORP","Consumer Discretionary","Equity","3,900,873.28","0.01","3,900,873.28","166,136.00","23.48","United States","NASDAQ","USD","1.00","USD","-"
"FCN","FTI CONSULTING INC","Industrials","Equity","3,857,456.46","0.01","3,857,456.46","23,606.00","163.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"THO","THOR INDUSTRIES INC","Consumer Discretionary","Equity","3,847,998.88","0.01","3,847,998.88","37,057.00","103.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GAP","GAP INC","Consumer Discretionary","Equity","3,848,777.22","0.01","3,848,777.22","164,057.00","23.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NXST","NEXSTAR MEDIA GROUP INC","Communication","Equity","3,827,108.10","0.01","3,827,108.10","20,074.00","190.65","United States","NASDAQ","USD","1.00","USD","-"
"SEE","SEALED AIR CORP","Materials","Equity","3,812,662.85","0.01","3,812,662.85","104,029.00","36.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AN","AUTONATION INC","Consumer Discretionary","Equity","3,799,074.42","0.01","3,799,074.42","19,597.00","193.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RAL","RALLIANT CORP","Information Technology","Equity","3,792,505.05","0.01","3,792,505.05","81,297.00","46.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WFRD","WEATHERFORD INTERNATIONAL PLC","Energy","Equity","3,773,622.60","0.01","3,773,622.60","51,510.00","73.26","United States","NASDAQ","USD","1.00","USD","-"
"HLNE","HAMILTON LANE INC CLASS A","Financials","Equity","3,767,137.92","0.01","3,767,137.92","28,748.00","131.04","United States","NASDAQ","USD","1.00","USD","-"
"MTN","VAIL RESORTS INC","Consumer Discretionary","Equity","3,761,719.94","0.01","3,761,719.94","25,498.00","147.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RLI","RLI CORP","Financials","Equity","3,739,686.12","0.01","3,739,686.12","60,201.00","62.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLF","CLEVELAND CLIFFS INC","Materials","Equity","3,703,348.81","0.01","3,703,348.81","355,067.00","10.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VFC","VF CORP","Consumer Discretionary","Equity","3,696,160.80","0.01","3,696,160.80","252,470.00","14.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALK","ALASKA AIR GROUP INC","Industrials","Equity","3,699,106.38","0.01","3,699,106.38","86,166.00","42.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAR","DARLING INGREDIENTS INC","Consumer Staples","Equity","3,666,716.54","0.01","3,666,716.54","112,718.00","32.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHRD","CHORD ENERGY CORP","Energy","Equity","3,649,911.40","0.01","3,649,911.40","41,761.00","87.40","United States","NASDAQ","USD","1.00","USD","-"
"ECG","EVERUS CONSTRUCTION GROUP INC","Industrials","Equity","3,612,025.49","0.01","3,612,025.49","36,929.00","97.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEGA","PEGASYSTEMS INC","Information Technology","Equity","3,607,858.13","0.01","3,607,858.13","61,057.00","59.09","United States","NASDAQ","USD","1.00","USD","-"
"MORN","MORNINGSTAR INC","Financials","Equity","3,604,501.23","0.01","3,604,501.23","16,727.00","215.49","United States","NASDAQ","USD","1.00","USD","-"
"LPX","LOUISIANA PACIFIC CORP","Materials","Equity","3,580,620.50","0.01","3,580,620.50","45,613.00","78.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KRC","KILROY REALTY REIT CORP","Real Estate","Equity","3,563,620.80","0.01","3,563,620.80","81,960.00","43.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMX","CARMAX INC","Consumer Discretionary","Equity","3,539,083.76","0.01","3,539,083.76","109,366.00","32.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBWI","BATH AND BODY WORKS INC","Consumer Discretionary","Equity","3,525,551.17","0.01","3,525,551.17","153,887.00","22.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WEX","WEX INC","Financials","Equity","3,518,463.36","0.01","3,518,463.36","24,152.00","145.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPK","GRAPHIC PACKAGING HOLDING","Materials","Equity","3,483,472.17","0.01","3,483,472.17","212,019.00","16.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTM","WHITE MOUNTAINS INSURANCE GROUP LT","Financials","Equity","3,484,847.96","0.01","3,484,847.96","1,826.00","1,908.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TKR","TIMKEN","Industrials","Equity","3,486,934.56","0.01","3,486,934.56","44,144.00","78.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRCL","CIRCLE INTERNET GROUP INC CLASS A","Information Technology","Equity","3,475,714.86","0.01","3,475,714.86","33,699.00","103.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFX","TELEFLEX INC","Health Care","Equity","3,476,841.40","0.01","3,476,841.40","31,781.00","109.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TIGO","MILLICOM INTERNATIONAL CELLULAR SA","Communication","Equity","3,471,690.12","0.01","3,471,690.12","73,119.00","47.48","Sweden","NASDAQ","USD","1.00","USD","-"
"UHALB","U HAUL NON VOTING SERIES N","Industrials","Equity","3,462,100.40","0.01","3,462,100.40","71,531.00","48.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAVA","CAVA GROUP INC","Consumer Discretionary","Equity","3,452,661.76","0.01","3,452,661.76","70,984.00","48.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UBFUT","CASH COLLATERAL USD UBFUT","Cash and/or Derivatives","Cash Collateral and Margins","3,378,000.00","0.01","3,378,000.00","3,378,000.00","100.00","United States","-","USD","1.00","USD","Oct 01, 2015"
"DVA","DAVITA INC","Health Care","Equity","3,367,583.94","0.01","3,367,583.94","27,226.00","123.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BYD","BOYD GAMING CORP","Consumer Discretionary","Equity","3,360,270.69","0.01","3,360,270.69","41,347.00","81.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OZK","BANK OZK","Financials","Equity","3,342,834.74","0.01","3,342,834.74","75,323.00","44.38","United States","NASDAQ","USD","1.00","USD","-"
"S","SENTINELONE INC CLASS A","Information Technology","Equity","3,330,837.36","0.01","3,330,837.36","196,858.00","16.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LAZ","LAZARD INC","Financials","Equity","3,312,596.40","0.01","3,312,596.40","65,570.00","50.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LSTR","LANDSTAR SYSTEM INC","Industrials","Equity","3,310,507.20","0.01","3,310,507.20","25,440.00","130.13","United States","NASDAQ","USD","1.00","USD","-"
"MTDR","MATADOR RESOURCES","Energy","Equity","3,297,923.50","0.01","3,297,923.50","83,810.00","39.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LOPE","GRAND CANYON EDUCATION INC","Consumer Discretionary","Equity","3,284,793.60","0.01","3,284,793.60","19,776.00","166.10","United States","NASDAQ","USD","1.00","USD","-"
"NEU","NEWMARKET CORP","Materials","Equity","3,264,870.00","0.01","3,264,870.00","4,200.00","777.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AUR","AURORA INNOVATION INC CLASS A","Information Technology","Equity","3,238,030.08","0.01","3,238,030.08","749,544.00","4.32","United States","NASDAQ","USD","1.00","USD","-"
"PSN","PARSONS CORP","Industrials","Equity","3,228,046.38","0.01","3,228,046.38","37,566.00","85.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CROX","CROCS INC","Consumer Discretionary","Equity","3,205,015.95","0.01","3,205,015.95","40,647.00","78.85","United States","NASDAQ","USD","1.00","USD","-"
"CE","CELANESE CORP","Materials","Equity","3,200,419.60","0.01","3,200,419.60","77,492.00","41.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL","Industrials","Equity","3,182,410.03","0.01","3,182,410.03","34,663.00","91.81","United States","NASDAQ","USD","1.00","USD","-"
"AS","AMER SPORTS INC","Consumer Discretionary","Equity","3,135,966.40","0.01","3,135,966.40","106,160.00","29.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOUR","SHIFT4 PAYMENTS INC CLASS A","Financials","Equity","3,126,116.70","0.01","3,126,116.70","47,258.00","66.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ST","SENSATA TECHNOLOGIES HOLDING PLC","Industrials","Equity","3,127,963.74","0.01","3,127,963.74","100,837.00","31.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRKR","BRUKER CORP","Health Care","Equity","3,122,925.30","0.01","3,122,925.30","78,210.00","39.93","United States","NASDAQ","USD","1.00","USD","-"
"CZR","CAESARS ENTERTAINMENT INC","Consumer Discretionary","Equity","3,114,911.20","0.01","3,114,911.20","157,160.00","19.82","United States","NASDAQ","USD","1.00","USD","-"
"CUZ","COUSINS PROPERTIES REIT INC","Real Estate","Equity","3,093,420.00","0.01","3,093,420.00","118,250.00","26.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDU","MDU RESOURCES GROUP INC","Utilities","Equity","3,087,452.50","0.01","3,087,452.50","147,725.00","20.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADT","ADT INC","Consumer Discretionary","Equity","3,010,346.16","0.01","3,010,346.16","364,008.00","8.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCC","CCC INTELLIGENT SOLUTIONS HOLDINGS","Information Technology","Equity","3,006,699.60","0.01","3,006,699.60","394,580.00","7.62","United States","NASDAQ","USD","1.00","USD","-"
"BC","BRUNSWICK CORP","Consumer Discretionary","Equity","2,999,843.75","0.01","2,999,843.75","45,625.00","65.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BILL","BILL HOLDINGS INC","Information Technology","Equity","2,990,612.82","0.01","2,990,612.82","65,598.00","45.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPR","SPIRIT AEROSYSTEMS INC CLASS A","Industrials","Equity","2,978,189.20","0.01","2,978,189.20","83,657.00","35.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PVH","PVH CORP","Consumer Discretionary","Equity","2,957,554.05","0.01","2,957,554.05","38,555.00","76.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VVV","VALVOLINE INC","Consumer Discretionary","Equity","2,937,162.96","0.01","2,937,162.96","93,066.00","31.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVT","AVNET INC","Information Technology","Equity","2,931,915.88","0.01","2,931,915.88","62,038.00","47.26","United States","NASDAQ","USD","1.00","USD","-"
"SIRI","SIRIUSXM HOLDINGS INC","Communication","Equity","2,932,456.54","0.01","2,932,456.54","135,074.00","21.71","United States","NASDAQ","USD","1.00","USD","-"
"SON","SONOCO PRODUCTS","Materials","Equity","2,915,372.88","0.01","2,915,372.88","71,666.00","40.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGO","ASSURED GUARANTY LTD","Financials","Equity","2,877,900.00","0.01","2,877,900.00","33,125.00","86.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DLB","DOLBY LABORATORIES INC CLASS A","Information Technology","Equity","2,878,122.44","0.01","2,878,122.44","44,204.00","65.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENPH","ENPHASE ENERGY INC","Information Technology","Equity","2,840,347.58","0.01","2,840,347.58","93,989.00","30.22","United States","NASDAQ","USD","1.00","USD","-"
"LLYVK","LIBERTY MEDIA LIBERTY LIVE SERIES","Communication","Equity","2,818,912.80","0.01","2,818,912.80","32,912.00","85.65","United States","NASDAQ","USD","1.00","USD","-"
"TNL","TRAVEL LEISURE","Consumer Discretionary","Equity","2,815,465.73","0.01","2,815,465.73","44,429.00","63.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMKR","AMKOR TECHNOLOGY INC","Information Technology","Equity","2,798,155.34","0.01","2,798,155.34","80,453.00","34.78","United States","NASDAQ","USD","1.00","USD","-"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","2,795,154.60","0.01","2,795,154.60","105,081.00","26.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ELF","ELF BEAUTY INC","Consumer Staples","Equity","2,779,776.78","0.01","2,779,776.78","37,697.00","73.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BHF","BRIGHTHOUSE FINANCIAL INC","Financials","Equity","2,762,914.56","0.01","2,762,914.56","41,856.00","66.01","United States","NASDAQ","USD","1.00","USD","-"
"VKTX","VIKING THERAPEUTICS INC","Health Care","Equity","2,758,742.79","0.01","2,758,742.79","75,027.00","36.77","United States","NASDAQ","USD","1.00","USD","-"
"MSM","MSC INDUSTRIAL INC CLASS A","Industrials","Equity","2,728,841.97","0.01","2,728,841.97","30,999.00","88.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRBR","BELLRING BRANDS INC","Consumer Staples","Equity","2,718,948.84","0.01","2,718,948.84","92,892.00","29.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRP","MILLROSE PROPERTIES INC CLASS A","Real Estate","Equity","2,695,650.87","0.01","2,695,650.87","84,689.00","31.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EPR","EPR PROPERTIES REIT","Real Estate","Equity","2,663,526.32","0.01","2,663,526.32","52,267.00","50.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRMB","PRIMO BRANDS CLASS A CORP","Consumer Staples","Equity","2,641,755.24","0.01","2,641,755.24","182,694.00","14.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SARO","STANDARDAERO","Industrials","Equity","2,598,783.00","0.01","2,598,783.00","96,825.00","26.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TREX","TREX INC","Industrials","Equity","2,573,868.99","0.01","2,573,868.99","78,067.00","32.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WHR","WHIRLPOOL CORP","Consumer Discretionary","Equity","2,572,137.45","0.01","2,572,137.45","38,055.00","67.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSGS","MADISON SQUARE GARDEN SPORTS CORP","Communication","Equity","2,520,277.20","0.01","2,520,277.20","11,448.00","220.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWS","NEWS CORP CLASS B","Communication","Equity","2,503,619.95","0.01","2,503,619.95","82,655.00","30.29","United States","NASDAQ","USD","1.00","USD","-"
"RYN","RAYONIER REIT INC","Real Estate","Equity","2,501,219.21","0.01","2,501,219.21","108,607.00","23.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMTM","AMENTUM HOLDINGS INC","Industrials","Equity","2,470,388.76","0.01","2,470,388.76","110,236.00","22.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GFS","GLOBALFOUNDRIES INC","Information Technology","Equity","2,457,236.16","0.01","2,457,236.16","72,102.00","34.08","United States","NASDAQ","USD","1.00","USD","-"
"COLD","AMERICOLD REALTY INC TRUST","Real Estate","Equity","2,393,545.50","0.01","2,393,545.50","203,706.00","11.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZG","ZILLOW GROUP INC CLASS A","Real Estate","Equity","2,374,400.92","0.01","2,374,400.92","33,532.00","70.81","United States","NASDAQ","USD","1.00","USD","-"
"ALGM","ALLEGRO MICROSYSTEMS INC","Information Technology","Equity","2,373,835.30","0.01","2,373,835.30","87,985.00","26.98","United States","NASDAQ","USD","1.00","USD","-"
"SLGN","SILGAN HOLDINGS INC","Materials","Equity","2,342,958.80","0.01","2,342,958.80","61,334.00","38.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVST","ENVISTA HOLDINGS CORP","Health Care","Equity","2,299,340.10","0.01","2,299,340.10","118,218.00","19.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSC","WILLSCOT HOLDINGS CORP CLASS A","Industrials","Equity","2,280,774.82","0.01","2,280,774.82","124,803.00","18.27","United States","NASDAQ","USD","1.00","USD","-"
"HIW","HIGHWOODS PROPERTIES REIT INC","Real Estate","Equity","2,271,935.52","0.01","2,271,935.52","77,382.00","29.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LOAR","LOAR HOLDINGS INC","Industrials","Equity","2,261,250.60","0.01","2,261,250.60","30,332.00","74.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FHB","FIRST HAWAIIAN INC","Financials","Equity","2,247,634.93","0.01","2,247,634.93","90,667.00","24.79","United States","NASDAQ","USD","1.00","USD","-"
"HAYW","HAYWARD HOLDINGS INC","Industrials","Equity","2,243,572.66","0.01","2,243,572.66","141,194.00","15.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"YETI","YETI HOLDINGS INC","Consumer Discretionary","Equity","2,217,578.72","0.01","2,217,578.72","61,124.00","36.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CXT","CRANE NXT","Information Technology","Equity","2,156,585.85","0.00","2,156,585.85","34,533.00","62.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VIRT","VIRTU FINANCIAL INC CLASS A","Financials","Equity","2,145,064.68","0.00","2,145,064.68","60,187.00","35.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EEFT","EURONET WORLDWIDE INC","Financials","Equity","2,113,322.64","0.00","2,113,322.64","29,238.00","72.28","United States","NASDAQ","USD","1.00","USD","-"
"GTM","ZOOMINFO TECHNOLOGIES INC","Communication","Equity","2,097,889.65","0.00","2,097,889.65","198,382.00","10.57","United States","NASDAQ","USD","1.00","USD","-"
"CWEN","CLEARWAY ENERGY INC CLASS C","Utilities","Equity","2,071,148.75","0.00","2,071,148.75","59,125.00","35.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOG","HARLEY DAVIDSON INC","Consumer Discretionary","Equity","2,051,166.45","0.00","2,051,166.45","80,155.00","25.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAG","PENSKE AUTOMOTIVE GROUP VOTING INC","Consumer Discretionary","Equity","2,011,872.48","0.00","2,011,872.48","12,682.00","158.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDC","TERADATA CORP","Information Technology","Equity","1,992,582.00","0.00","1,992,582.00","72,195.00","27.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NCNO","NCINO INC","Information Technology","Equity","1,976,442.52","0.00","1,976,442.52","75,842.00","26.06","United States","NASDAQ","USD","1.00","USD","-"
"RHI","ROBERT HALF","Industrials","Equity","1,942,280.26","0.00","1,942,280.26","73,627.00","26.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DRS","LEONARDO DRS INC","Industrials","Equity","1,901,672.58","0.00","1,901,672.58","53,826.00","35.33","United States","NASDAQ","USD","1.00","USD","-"
"RARE","ULTRAGENYX PHARMACEUTICAL INC","Health Care","Equity","1,898,110.47","0.00","1,898,110.47","61,969.00","30.63","United States","NASDAQ","USD","1.00","USD","-"
"HHH","HOWARD HUGHES HOLDINGS INC","Real Estate","Equity","1,880,993.74","0.00","1,880,993.74","23,486.00","80.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JHX","JAMES HARDIE INDUSTRIES PLC","Materials","Equity","1,873,998.57","0.00","1,873,998.57","107,763.00","17.39","Australia","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INFA","INFORMATICA INC CLASS A","Information Technology","Equity","1,852,716.24","0.00","1,852,716.24","74,586.00","24.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FRPT","FRESHPET INC","Consumer Staples","Equity","1,835,514.72","0.00","1,835,514.72","33,228.00","55.24","United States","NASDAQ","USD","1.00","USD","-"
"UI","UBIQUITI INC","Information Technology","Equity","1,834,733.43","0.00","1,834,733.43","2,997.00","612.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHH","CHOICE HOTELS INTERNATIONAL INC","Consumer Discretionary","Equity","1,827,928.56","0.00","1,827,928.56","18,552.00","98.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAR","AVIS BUDGET GROUP INC","Industrials","Equity","1,821,183.48","0.00","1,821,183.48","12,708.00","143.31","United States","NASDAQ","USD","1.00","USD","-"
